Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2014-01-05,5,January,2014,48,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
2016-01-05,5,January,2016,48,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
2014-06-28,28,June,2014,48,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
2016-06-28,28,June,2016,48,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
2013-12-26,26,December,2013,49,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2015-12-26,26,December,2015,49,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2014-05-09,9,May,2014,49,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2016-05-09,9,May,2016,49,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2014-05-20,20,May,2014,49,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
2016-05-20,20,May,2016,49,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
2014-05-23,23,May,2014,50,Adults (35-64),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,567,1266,1833
2016-05-23,23,May,2016,50,Adults (35-64),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1700,3798,5498
2012-01-06,6,January,2012,26,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2,295,540,479,590,1069
2011-01-06,6,January,2011,26,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",3,295,540,719,885,1604
2012-08-06,6,August,2012,26,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2,295,540,479,590,1069
2011-08-06,6,August,2011,26,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",3,295,540,719,885,1604
2013-10-05,5,October,2013,24,Youth (<25),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
2015-10-05,5,October,2015,24,Youth (<25),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805
2013-11-30,30,November,2013,24,Youth (<25),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,540,234,295,529
2015-11-30,30,November,2015,24,Youth (<25),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,540,234,295,529
2013-11-30,30,November,2013,24,Youth (<25),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,207,295,502
2015-11-30,30,November,2015,24,Youth (<25),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-500 Black, 40",2,295,540,414,590,1004
2013-02-13,13,February,2013,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
2015-02-13,13,February,2015,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
2014-02-21,21,February,2014,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
2016-02-21,21,February,2016,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",3,308,565,466,924,1390
2014-06-14,14,June,2014,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
2016-06-14,14,June,2016,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
2014-06-06,6,June,2014,56,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,745,1252,1997
2016-06-06,6,June,2016,56,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1489,2504,3993
2012-11-03,3,November,2012,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,2062,2532,4594
2011-11-03,3,November,2011,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2013-09-06,6,September,2013,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2015-09-06,6,September,2015,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2013-11-16,16,November,2013,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2015-11-16,16,November,2015,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2013-11-21,21,November,2013,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2015-11-21,21,November,2015,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2013-12-03,3,December,2013,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2015-12-03,3,December,2015,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2013-12-06,6,December,2013,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2015-12-06,6,December,2015,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,2040,2504,4544
2014-02-19,19,February,2014,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2016-02-19,19,February,2016,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,2040,2504,4544
2014-02-22,22,February,2014,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2016-02-22,22,February,2016,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2014-03-12,12,March,2014,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2016-03-12,12,March,2016,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,2040,2504,4544
2012-11-16,16,November,2012,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1765,2504,4269
2011-11-16,16,November,2011,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2647,3756,6403
2013-06-16,16,June,2013,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2015-06-16,16,June,2015,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2013-09-12,12,September,2013,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2015-09-12,12,September,2015,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2013-10-12,12,October,2013,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2015-10-12,12,October,2015,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2014-05-01,1,May,2014,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2016-05-01,1,May,2016,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2014-05-27,27,May,2014,41,Adults (35-64),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,892,1266,2158
2016-05-27,27,May,2016,41,Adults (35-64),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,892,1266,2158
2014-05-10,10,May,2014,41,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1031,1266,2297
2016-05-10,10,May,2016,41,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1031,1266,2297
2014-05-09,9,May,2014,42,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158
2016-05-09,9,May,2016,42,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1783,2532,4315
2014-01-29,29,January,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2014-01-29,29,January,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-01-29,29,January,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2884,3798,6682
2016-01-29,29,January,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2884,3798,6682
2014-02-11,11,February,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-02-11,11,February,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2884,3798,6682
2014-02-18,18,February,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-02-18,18,February,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1922,2532,4454
2014-03-27,27,March,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-03-27,27,March,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2014-04-06,6,April,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-04-06,6,April,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2014-04-12,12,April,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-04-12,12,April,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2014-06-21,21,June,2014,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2016-06-21,21,June,2016,42,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
2014-06-15,15,June,2014,51,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
2016-06-15,15,June,2016,51,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454
2014-05-22,22,May,2014,44,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,497,1266,1763
2016-05-22,22,May,2016,44,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,497,1266,1763
2012-02-10,10,February,2012,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1902,2504,4406
2011-02-10,10,February,2011,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1902,2504,4406
2013-08-26,26,August,2013,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2015-08-26,26,August,2015,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2014-01-04,4,January,2014,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2016-01-04,4,January,2016,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2014-06-06,6,June,2014,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2016-06-06,6,June,2016,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2014-06-17,17,June,2014,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2016-06-17,17,June,2016,43,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1902,2504,4406
2014-05-04,4,May,2014,45,Adults (35-64),F,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2016-05-04,4,May,2016,45,Adults (35-64),F,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2647,3756,6403
2014-01-23,23,January,2014,46,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2016-01-23,23,January,2016,46,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2014-05-28,28,May,2014,46,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2016-05-28,28,May,2016,46,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2014-06-24,24,June,2014,46,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2016-06-24,24,June,2016,46,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
2014-05-05,5,May,2014,47,Adults (35-64),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158
2016-05-05,5,May,2016,47,Adults (35-64),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158
2014-05-13,13,May,2014,48,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
2016-05-13,13,May,2016,48,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
2014-05-18,18,May,2014,48,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2016-05-18,18,May,2016,48,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
2012-03-22,22,March,2012,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,2040,2504,4544
2011-03-22,22,March,2011,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,3060,3756,6816
2012-12-06,6,December,2012,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,2040,2504,4544
2011-12-06,6,December,2011,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272
2012-12-11,11,December,2012,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,2040,2504,4544
2011-12-11,11,December,2011,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272
2013-02-07,7,February,2013,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272
2015-02-07,7,February,2015,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272
2012-04-11,11,April,2012,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,2062,2532,4594
2011-04-11,11,April,2011,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2012-12-08,8,December,2012,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,2062,2532,4594
2011-12-08,8,December,2011,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,4123,5064,9187
2013-01-05,5,January,2013,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2015-01-05,5,January,2015,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2013-11-01,1,November,2013,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2015-11-01,1,November,2015,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2013-12-20,20,December,2013,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
2015-12-20,20,December,2015,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,3060,3756,6816
2013-07-29,29,July,2013,25,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158
2015-07-29,29,July,2015,25,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2675,3798,6473
2013-01-10,10,January,2013,22,Youth (<25),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,251,308,559
2015-01-10,10,January,2015,22,Youth (<25),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,251,308,559
2013-09-20,20,September,2013,22,Youth (<25),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,251,308,559
2015-09-20,20,September,2015,22,Youth (<25),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",2,308,565,503,616,1119
2013-08-14,14,August,2013,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2015-08-14,14,August,2015,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2013-09-19,19,September,2013,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2015-09-19,19,September,2015,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2014-03-15,15,March,2014,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2016-03-15,15,March,2016,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,421,840,1261
2014-06-17,17,June,2014,75,Seniors (64+),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,318,420,738
2016-06-17,17,June,2016,75,Seniors (64+),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,318,420,738
2013-12-04,4,December,2013,30,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158
2015-12-04,4,December,2015,30,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158
2012-11-10,10,November,2012,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,498,840,1338
2011-11-10,10,November,2011,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
2013-10-03,3,October,2013,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
2015-10-03,3,October,2015,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,498,840,1338
2014-01-30,30,January,2014,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
2016-01-30,30,January,2016,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,498,840,1338
2014-05-03,3,May,2014,37,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,211,420,631
2016-05-03,3,May,2016,37,Adults (35-64),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,421,840,1261
2012-10-21,21,October,2012,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,421,840,1261
2011-10-21,21,October,2011,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",4,420,769,842,1680,2522
2013-09-06,6,September,2013,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2015-09-06,6,September,2015,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2014-03-22,22,March,2014,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2016-03-22,22,March,2016,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2014-05-27,27,May,2014,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2016-05-27,27,May,2016,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,421,840,1261
2014-06-05,5,June,2014,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2016-06-05,5,June,2016,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
2014-05-07,7,May,2014,72,Seniors (64+),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,249,420,669
2016-05-07,7,May,2016,72,Seniors (64+),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,249,420,669
2013-11-13,13,November,2013,31,Young Adults (25-34),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
2015-11-13,13,November,2015,31,Young Adults (25-34),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
2014-03-09,9,March,2014,31,Young Adults (25-34),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
2016-03-09,9,March,2016,31,Young Adults (25-34),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
2014-03-06,6,March,2014,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,211,420,631
2016-03-06,6,March,2016,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,421,840,1261
2014-05-03,3,May,2014,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,211,420,631
2016-05-03,3,May,2016,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",3,420,769,632,1260,1892
2013-06-19,19,June,2013,35,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,295,420,715
2015-06-19,19,June,2015,35,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,295,420,715
